3,2,1.0,0
2,1,1.0,0
2,1,1.0,0
4,2,1.0,0
2,1,1.0,0
4,0,1.0,0
4,2,1.0,0
4,0,1.0,0
2,0,1.0,0
6,1,1.0,0
2,0,1.0,0
4,0,1.0,0
4,0,1.0,0
2,0,1.0,0
2,0,1.0,0
2,0,1.0,0
2,0,1.0,0
6,0,1.0,0
0,0,1.0,0
2,0,1.0,0
4,0,1.0,0
4,0,1.0,0
0,0,1.0,0
2,0,1.0,0
2,0,1.0,0
2,0,1.0,0
2,0,1.0,0
2,0,1.0,0
2,0,1.0,0
0,0,1.0,0
2,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
4,0,1.0,0
0,0,1.0,0
0,0,1.0,0
2,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
2,0,1.0,0
2,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
164,163,0.012269938650306749,1
188,188,0.005698005698005698,1
188,188,0.0037105751391465678,1
188,188,0.002751031636863824,1
189,189,0.002183406113537118,1
88,88,0.00199203187250996,1
128,128,0.0017667844522968198,1
128,128,0.0015873015873015873,1
127,127,0.0014419610670511895,1
